,Testing Data,Predicted Labels
241, اشوف اي مدرب يعتمد على العرضيات هذا افلس الحين قروس الحين يطبقها الهلال_الاهلي,2
242, الليبراليون_يهاجمون_قاسم هههههههههه لن تنالوا منه مهما فعلتم ايها النابحون قاسم_يهاجم_الملك_عبدالله,2
243, جديد بلوفر البرشا برشلونه_روما برشلونه روما_برشلونه الدورى_الايطالى ميسي نيمار سوارز كتلونى ,2
244, الهلال_الفتح مهما كان لازم التحكيم يترك بصمته القذره ضد الهلال,0
245, مبروك كاس ولي العهد كاس محمد_بن_نايف الهلال_الاهلي ,1
246, حذف_قناه_العربيه_من_الريسيفر السبب المعلن للحذف استضافه جمال الدين والسبب الخفي تعريه القاعده وداعش في الفلم الوثائقي ,0
247, الله لايسامحك على تحكيمك اليوم ي فتحاوي اليوم فعلا مباراه الهلال ضد المرداسي صغير سن وعقل,0
248, رابطه علماا اليمن تدين جريمه اعدام الشيخ نمر باقر النمر الاعلام_الحربي,0
249, برشلونه_روما روما تاتي الي ماتش وليس لديهم اي حافز كي ينتصرو بالرغم من احتياجاتهم للفوز لضمان التاهل فلا تنتصر تائه,2
250, وسنستمر في كتابه التاريخ الاهلي_المركز_الرابع_عالميا الاهلي الاهلي_الرايد ,2
251, والله مسسسسخره حتى حارسهم وحششش برشلونه_روما,0
252, شكرا ل كل لعيبه الهلال ماقصرو من شراحيلي الى الشمراني شكرا الف الهلال_التعاون,1
253, كنا نامل زياده في الرواتب او خفض اسعار السلع ليتناسب مع دخل المواطن ليعيش حياه كريمه لكن لا هذا ولا ذاك رفع_اسعار_ ,0
254, ÚäÏãÇ ÇßÊÈ Úä ÇáåáÇá ÝÇäÇÇ ÇßÊÈ Úä ÚÇÇáã Ìãíá Úä ÏäíÇ ÌãíáÀ Úä æØä ßÈíÑ æ Úä ÍÈ áÇÇ íãæÊ ÇÈÏÇ HFC åáÇáäÇ_Þãå_ááÏÚã,1
255, النصر_الاتحاد الاهلي_الرايد في كل مباراه يعطى الاهلي بلنتيين حتى الموسم الماضي اعطي بلنتيين امام منافسه النصر,0
256, الهلال_هجر الحمدالله لك يارب ,1
257, رغم الانتقادات لاعبين مدرب يعود العالمي من بوابه الكبار لا ننسى باننا الابطال نحن_الابطال النصر النصر_الاتحاد ,1
258,رجل المباراه خالد شراحيلي الهلال ,1
259,عاجل احتماليه تعليق الدراسه في مكه غدا الاربعاا سنوافيكم حينما يصدر شى جديد تعليق_الدراسه مكه_المكرمه السعوديه,2
260, لله درك يا هلال رجعت لهم مرض السكر والضغط والسبب لغه الجحفله التي لم يكتشف لها دواا الهلال_التعاون,1
261,مبروك الفوز لا جديد برشلونه_روما,1
262,نص درزن برشلونه_روما,2
263, برشا برشلونه_روما,1
264, لن_ننساكم رحم الله شهدائنا رجال_الحد_الجنوبي المخلصين الصادقين الموحدين اللهم سدد رمي جنودنا ووفقهم الدعاا_للمرابطين_واجب,1
265, قاسم_يهاجم_الملك_عبدالله الليبراليه هنا ومطاياهم من الجاميه ينتصرون لانفسهم بطريقه خسيسه وقله مرؤه ولؤوم فلا غرابه فذلك ,0
266, ترقب الحضور الاعلامي لوصول وزراا الماليه و التخطيط و المياه_والكهرباا للمؤتمر الخاص ب الميزانيه_السعوديه ,2
267, المانيا تعتقل ثلاثه على صله ب هجمات_باريس ,2
268,مبروگ الصداره لاقل من ساعتين الهلال_هجر مبروگ ل العالمي النصر_الاتحاد الف مبروگ ل الملوگ الفوز والصداره الاهلي_الرائد,1
269, تعليق_الدراسه_في_القصيم نعم ياطلاب الجامعه انتوا كبار عادي تغرقون بالشوارع بس الصغار تبع الثانوي نخاف عليهم ,0
270, الهلال_الاهلي عشق الهلال يتوارث من الاجداد الى الاحفاد بتوفيق لزعيم اسيا ,1
271, رسوم_الاراضي_البيضاا وجار الابن البار وصار من لاياكل ويشرب تثقله التخمه,2
272,العن حظ الهلال,0
273, السماح_بالسينما_في_السعوديه لو سمح بها سيطالبون بالبارات وخطوه خطوه الى الحافه ,2
274, الهلال_التعاون مافي احسن من صياح بنو فقر,0
275, تعليق_الدراسه_في_القصيم الخميس الماضي الجامعه فاضيه تتوقع ان الطلاب راح يحضرون ما راح يجيك الا اللي عنده حرمان بس جامعه_ ,2
276, اخي المشجع الرياضي الشتم والقذف واللعن لن يغير في نتيجه اي مباراه لكن سوف يغير في صحيفتك يوم القيامه وستخسر حسناتك واخلاقك ,0
277, الامن والسلامه المدرسيه ب تعليم_الاحساا تتسلم الطبعه الاولى دليل تعليق_الدراسه الاحساا ,2
278, رفع_اسعار_البنزين_والكهرباا بدل المكوى بالبراد والمكنسه الكهربائيه بعرجون نخل يابس الزبده المواد الغذائيه ليش م تنزل,0
279, الف مبروووك الفوز لعشاق الكتلان البرسا متعه الmsn ابداااع طبعا هذا استكمال لتدريبات البرنابيو برشلونه_روما ,1
280, رجال_الحد_الجنوبي الربوعه الخوبه_الان ام شهيد المخواه تودع ولدها بالغطاريف واللاعلام وتطلق النار بالرشاش ,1
281, ملاحظه ترا اخر هزيمه ل الاهلي قدام الهلال و اول خساره ل الاهلي برضوو قدام الهلال,0
282, واذا صار تعادل تبارون مع الهلال,2
283,الشرطه الفرنسيه تحاصر عبد الحميد ابا عود العقل المدبر لهجمات باريس باريس_تشتعل هجمات_باريس ,2
284, السعوديه و بطلب من اسرائيل اعدمت النمر بهدف انتاج حرب المائه عام بين السنه و الشيعه و ان شاا الله سنعمل على واد الفتنه ,0
285, الميزانيه_السعوديه نصيحتي خذوا الاخبار من الاقتصاديين الحقيقيين فقط لكل مجال رجال ,1
286, الهلال_التعاون راف ع ال راي ه زرق ا ي اله لال الزع اام ه ل ك ولغي رك م ح اال ,2
287, ردت فعل جمهور الهلال بعد القمه بينهم وبين الاهلي ورد سالم الدوسري عليهم جميل الهلال_الاهلي ,2
288, اليمن كيف نظام جمهوري والرئيس يحكم اكثر من 40 سنه ويخطط الى توريث الحكم كما حصل في سوريا وكان قريب في اليمن ومصر كفايه كذب ودجل على الشعوب,0
289,والله كلمه شكر قليله عليكم الله يبارك فيكم ,1
290, من مصدر مسؤول يقول السبب وراا عدم تعليق_الدراسه_في_الرياض حتى يسهل ع الدفاع المدني انقاذ الطلاب ف المدارس بدل المطارده وراهم ف ,2
291, الهلال_التعاون مباراه كانت قويه والحكم اتخذذ قرارات جريئه وصحيحه,1
